url,label,shannon_entropy,url_length,has_ip,target_brand
http://66.215.134.92/zerodha/login,phishing,4.79,34,1,zerodha
http://133.22.72.224/icici/auth,phishing,4.8,31,1,icici
http://sbi-verify-login65.info/portal,phishing,4.14,37,0,sbi
http://149.196.127.253/microsoft/portal,phishing,4.42,39,1,microsoft
http://156.130.83.33/apple/security-alert,phishing,4.59,41,1,apple
http://icici-verify-login68.net/portal,phishing,4.02,38,0,icici
http://paypal-verify-login69.co/login,phishing,4.55,37,0,paypal
http://zerodha-verify-login70.com/verify,phishing,4.52,40,0,zerodha
http://119.132.158.89/netflix/security-alert,phishing,4.5,44,1,netflix
http://netflix-verify-login72.tk/auth,phishing,4.62,37,0,netflix
http://google-verify-login73.info/login,phishing,4.62,39,0,google
http://hdfc-verify-login74.co/auth,phishing,4.13,34,0,hdfc
http://44.170.30.37/microsoft/verify,phishing,3.91,36,1,microsoft
http://apple-verify-login76.tk/login,phishing,4.33,36,0,apple
http://sbi-verify-login77.co/verify,phishing,4.03,35,0,sbi
http://78.11.238.246/paypal/portal,phishing,4.81,34,1,paypal
http://zerodha-verify-login79.co/verify,phishing,3.89,39,0,zerodha
http://114.16.146.71/hdfc/auth,phishing,4.71,30,1,hdfc
http://170.181.105.142/google/verify,phishing,4.71,36,1,google
http://google-verify-login82.com/verify,phishing,4.8,39,0,google
http://14.94.109.109/hdfc/webscr,phishing,4.13,32,1,hdfc
http://165.30.37.47/zerodha/verify,phishing,4.51,34,1,zerodha
http://hdfc-verify-login85.net/portal,phishing,4.0,37,0,hdfc
http://30.27.190.65/microsoft/portal,phishing,4.74,36,1,microsoft
http://79.30.67.40/zerodha/webscr,phishing,4.44,33,1,zerodha
http://netflix-verify-login88.net/security-alert,phishing,4.76,48,0,netflix
http://47.146.3.43/paypal/verify,phishing,4.57,32,1,paypal
http://icici-verify-login90.tk/auth,phishing,4.46,35,0,icici
http://22.192.138.249/icici/account-update,phishing,4.26,42,1,icici
http://amazon-verify-login92.org/auth,phishing,4.88,37,0,amazon
http://icici-verify-login93.co/verify,phishing,4.86,37,0,icici
http://microsoft-verify-login94.co/account-update,phishing,4.39,49,0,microsoft
http://63.171.29.164/google/portal,phishing,4.72,34,1,google
http://26.113.29.234/sbi/account-update,phishing,4.21,39,1,sbi
http://48.127.161.206/apple/login,phishing,4.23,33,1,apple
http://53.174.116.246/netflix/webscr,phishing,4.79,36,1,netflix
http://42.162.131.189/sbi/login,phishing,4.07,31,1,sbi
http://191.178.122.181/amazon/verify,phishing,4.15,36,1,amazon
http://31.203.31.152/icici/auth,phishing,4.67,31,1,icici
http://sbi-verify-login102.xyz/portal,phishing,4.49,37,0,sbi
http://37.159.178.41/zerodha/auth,phishing,3.82,33,1,zerodha
http://sbi-verify-login104.net/account-update,phishing,4.55,45,0,sbi
http://icici-verify-login105.tk/portal,phishing,4.78,38,0,icici
http://13.231.89.245/google/auth,phishing,3.89,32,1,google
http://zerodha-verify-login107.xyz/security-alert,phishing,4.53,49,0,zerodha
http://google-verify-login108.tk/login,phishing,3.95,38,0,google
http://google-verify-login109.co/verify,phishing,4.4,39,0,google
http://netflix-verify-login110.co/portal,phishing,4.08,40,0,netflix
http://zerodha-verify-login111.org/webscr,phishing,4.54,41,0,zerodha
http://180.167.156.169/hdfc/security-alert,phishing,4.1,42,1,hdfc
http://apple-verify-login113.com/login,phishing,4.66,38,0,apple
http://apple-verify-login114.tk/security-alert,phishing,3.82,46,0,apple
http://google-verify-login115.com/portal,phishing,4.71,40,0,google
http://160.33.61.196/apple/login,phishing,4.08,32,1,apple
http://125.86.136.48/netflix/auth,phishing,4.9,33,1,netflix
http://netflix-verify-login118.net/login,phishing,4.69,40,0,netflix
http://122.80.43.77/microsoft/webscr,phishing,4.59,36,1,microsoft
http://hdfc-verify-login120.info/verify,phishing,3.99,39,0,hdfc
http://181.199.92.153/apple/auth,phishing,4.54,32,1,apple
http://amazon-verify-login122.info/account-update,phishing,4.76,49,0,amazon
http://google-verify-login123.tk/portal,phishing,4.76,39,0,google
http://53.124.223.29/icici/webscr,phishing,4.38,33,1,icici
http://24.191.103.231/google/verify,phishing,4.1,35,1,google
http://hdfc-verify-login126.xyz/webscr,phishing,4.48,38,0,hdfc
http://paypal-verify-login127.xyz/auth,phishing,4.04,38,0,paypal
http://62.23.137.140/microsoft/login,phishing,4.51,36,1,microsoft
http://105.158.101.163/netflix/account-update,phishing,4.06,45,1,netflix
http://22.129.29.253/amazon/security-alert,phishing,4.43,42,1,amazon
http://79.71.1.23/paypal/security-alert,phishing,4.02,39,1,paypal
http://netflix-verify-login132.net/portal,phishing,4.08,41,0,netflix
http://icici-verify-login133.tk/auth,phishing,4.11,36,0,icici
http://hdfc-verify-login134.tk/account-update,phishing,3.95,45,0,hdfc
http://102.28.153.163/paypal/webscr,phishing,4.57,35,1,paypal
http://53.20.250.159/google/login,phishing,4.74,33,1,google
http://sbi-verify-login137.org/webscr,phishing,4.78,37,0,sbi
http://16.176.106.193/hdfc/verify,phishing,4.72,33,1,hdfc
http://zerodha-verify-login139.net/login,phishing,4.67,40,0,zerodha
http://12.143.189.246/sbi/auth,phishing,4.58,30,1,sbi
http://95.250.202.127/apple/verify,phishing,4.24,34,1,apple
http://paypal-verify-login142.info/security-alert,phishing,4.12,49,0,paypal
http://161.234.1.73/google/webscr,phishing,4.52,33,1,google
http://11.206.94.121/sbi/login,phishing,4.31,30,1,sbi
http://microsoft-verify-login145.tk/login,phishing,4.44,41,0,microsoft
http://sbi-verify-login146.in/verify,phishing,4.82,36,0,sbi
http://97.194.24.135/microsoft/security-alert,phishing,3.86,45,1,microsoft
http://43.142.100.123/apple/verify,phishing,4.12,34,1,apple
http://57.184.92.196/apple/account-update,phishing,3.99,41,1,apple
http://hdfc-verify-login150.info/verify,phishing,4.6,39,0,hdfc
http://zerodha-verify-login151.in/security-alert,phishing,4.53,48,0,zerodha
http://105.104.142.105/netflix/security-alert,phishing,4.62,45,1,netflix
http://71.32.178.167/hdfc/account-update,phishing,4.21,40,1,hdfc
http://hdfc-verify-login154.tk/login,phishing,4.72,36,0,hdfc
http://microsoft-verify-login155.net/webscr,phishing,4.54,43,0,microsoft
http://sbi-verify-login156.tk/auth,phishing,3.98,34,0,sbi
http://121.88.108.195/google/portal,phishing,3.97,35,1,google
http://amazon-verify-login158.com/webscr,phishing,4.45,40,0,amazon
http://171.42.204.78/apple/portal,phishing,4.26,33,1,apple
http://18.43.247.218/google/verify,phishing,4.52,34,1,google
http://microsoft-verify-login161.org/account-update,phishing,4.36,51,0,microsoft
http://121.172.62.198/hdfc/security-alert,phishing,4.12,41,1,hdfc
http://paypal-verify-login163.net/login,phishing,4.23,39,0,paypal
http://netflix-verify-login164.xyz/webscr,phishing,3.82,41,0,netflix
http://icici-verify-login165.com/security-alert,phishing,4.02,47,0,icici
http://35.234.181.146/netflix/account-update,phishing,4.27,44,1,netflix
http://106.43.156.5/hdfc/verify,phishing,4.82,31,1,hdfc
http://amazon-verify-login168.tk/portal,phishing,4.85,39,0,amazon
http://27.22.26.78/amazon/login,phishing,4.76,31,1,amazon
http://146.85.234.36/apple/security-alert,phishing,4.45,41,1,apple
http://126.185.3.43/zerodha/account-update,phishing,4.86,42,1,zerodha
http://icici-verify-login172.xyz/portal,phishing,4.5,39,0,icici
http://164.9.30.225/amazon/webscr,phishing,4.48,33,1,amazon
http://25.64.132.73/microsoft/portal,phishing,4.21,36,1,microsoft
http://25.153.32.13/microsoft/account-update,phishing,4.29,44,1,microsoft
http://icici-verify-login176.info/portal,phishing,4.57,40,0,icici
http://google-verify-login177.info/auth,phishing,4.54,39,0,google
http://166.189.240.87/sbi/verify,phishing,4.53,32,1,sbi
http://microsoft-verify-login179.info/login,phishing,4.07,43,0,microsoft
http://apple-verify-login180.net/verify,phishing,4.59,39,0,apple
http://sbi-verify-login181.co/login,phishing,3.98,35,0,sbi
http://43.218.55.125/amazon/security-alert,phishing,4.88,42,1,amazon
http://google-verify-login183.org/security-alert,phishing,4.54,48,0,google
http://69.232.251.200/sbi/account-update,phishing,4.37,40,1,sbi
http://hdfc-verify-login185.org/portal,phishing,4.26,38,0,hdfc
http://amazon-verify-login186.tk/portal,phishing,4.13,39,0,amazon
http://40.220.202.101/netflix/login,phishing,4.52,35,1,netflix
http://netflix-verify-login188.info/webscr,phishing,3.95,42,0,netflix
http://paypal-verify-login189.xyz/login,phishing,4.27,39,0,paypal
http://netflix-verify-login190.org/login,phishing,4.2,40,0,netflix
http://140.131.201.67/icici/portal,phishing,4.3,34,1,icici
http://paypal-verify-login192.net/login,phishing,4.4,39,0,paypal
http://163.233.168.97/sbi/portal,phishing,4.65,32,1,sbi
http://149.211.188.151/netflix/security-alert,phishing,4.25,45,1,netflix
http://139.10.35.235/icici/security-alert,phishing,3.96,41,1,icici
http://61.197.136.37/amazon/security-alert,phishing,4.25,42,1,amazon
http://139.231.115.85/amazon/webscr,phishing,4.72,35,1,amazon
http://42.99.236.229/netflix/webscr,phishing,3.91,35,1,netflix
http://icici-verify-login199.org/security-alert,phishing,4.5,47,0,icici
http://123.20.237.246/microsoft/verify,phishing,4.56,38,1,microsoft
http://158.227.24.2/microsoft/security-alert,phishing,4.69,44,1,microsoft
http://57.65.238.110/google/webscr,phishing,3.9,34,1,google
http://paypal-verify-login203.xyz/account-update,phishing,4.66,48,0,paypal
http://134.174.65.93/hdfc/verify,phishing,4.89,32,1,hdfc
http://hdfc-verify-login205.co/auth,phishing,4.67,35,0,hdfc
http://apple-verify-login206.co/webscr,phishing,3.88,38,0,apple
http://18.246.156.69/sbi/verify,phishing,4.06,31,1,sbi
http://34.215.47.183/netflix/login,phishing,4.03,34,1,netflix
http://139.119.221.122/microsoft/security-alert,phishing,4.66,47,1,microsoft
http://92.220.178.248/microsoft/account-update,phishing,4.27,46,1,microsoft
http://180.116.195.151/microsoft/security-alert,phishing,4.84,47,1,microsoft
http://14.144.27.191/google/portal,phishing,4.02,34,1,google
http://155.180.112.247/microsoft/verify,phishing,3.93,39,1,microsoft
http://56.171.64.108/microsoft/verify,phishing,4.18,37,1,microsoft
http://sbi-verify-login215.in/verify,phishing,4.37,36,0,sbi
http://zerodha-verify-login216.in/security-alert,phishing,4.47,48,0,zerodha
http://paypal-verify-login217.tk/account-update,phishing,4.74,47,0,paypal
http://31.87.236.1/sbi/verify,phishing,4.21,29,1,sbi
http://apple-verify-login219.co/webscr,phishing,4.31,38,0,apple
http://paypal-verify-login220.org/login,phishing,4.8,39,0,paypal
http://icici-verify-login221.org/portal,phishing,4.23,39,0,icici
http://179.16.103.56/apple/account-update,phishing,4.18,41,1,apple
http://170.48.243.78/hdfc/login,phishing,4.31,31,1,hdfc
http://153.78.89.61/paypal/portal,phishing,4.42,33,1,paypal
http://98.96.92.128/zerodha/auth,phishing,4.08,32,1,zerodha
http://amazon-verify-login226.org/login,phishing,4.29,39,0,amazon
http://76.234.86.94/hdfc/login,phishing,4.81,30,1,hdfc
http://zerodha-verify-login228.tk/login,phishing,4.18,39,0,zerodha
http://153.15.205.206/netflix/account-update,phishing,4.84,44,1,netflix
http://microsoft-verify-login230.xyz/verify,phishing,4.37,43,0,microsoft
http://hdfc-verify-login231.net/login,phishing,4.01,37,0,hdfc
http://42.22.190.199/paypal/verify,phishing,3.82,34,1,paypal
http://185.196.161.48/microsoft/account-update,phishing,3.95,46,1,microsoft
http://microsoft-verify-login234.tk/login,phishing,4.69,41,0,microsoft
http://amazon-verify-login235.info/verify,phishing,4.85,41,0,amazon
http://163.166.169.170/amazon/account-update,phishing,4.77,44,1,amazon
http://amazon-verify-login237.tk/security-alert,phishing,4.51,47,0,amazon
http://netflix-verify-login238.tk/auth,phishing,4.16,38,0,netflix
http://39.159.126.146/google/webscr,phishing,4.59,35,1,google
http://45.202.209.49/hdfc/verify,phishing,3.87,32,1,hdfc
http://zerodha-verify-login241.info/account-update,phishing,4.86,50,0,zerodha
http://microsoft-verify-login242.net/auth,phishing,4.08,41,0,microsoft
http://sbi-verify-login243.tk/security-alert,phishing,4.82,44,0,sbi
http://apple-verify-login244.co/login,phishing,3.92,37,0,apple
http://90.6.186.252/google/portal,phishing,4.81,33,1,google
http://sbi-verify-login246.xyz/auth,phishing,4.53,35,0,sbi
http://154.95.46.32/icici/verify,phishing,4.77,32,1,icici
http://zerodha-verify-login248.xyz/auth,phishing,4.53,39,0,zerodha
http://120.45.148.92/netflix/security-alert,phishing,4.61,43,1,netflix
http://hdfc-verify-login250.org/portal,phishing,4.46,38,0,hdfc
http://175.178.25.161/apple/verify,phishing,3.96,34,1,apple
http://108.226.110.187/netflix/security-alert,phishing,4.04,45,1,netflix
http://177.64.1.97/netflix/login,phishing,4.64,32,1,netflix
http://apple-verify-login254.info/auth,phishing,4.28,38,0,apple
http://176.11.117.44/hdfc/account-update,phishing,4.23,40,1,hdfc
http://140.14.157.181/google/account-update,phishing,3.86,43,1,google
http://121.54.192.126/hdfc/verify,phishing,4.71,33,1,hdfc
http://microsoft-verify-login258.tk/auth,phishing,4.48,40,0,microsoft
http://zerodha-verify-login259.in/auth,phishing,4.08,38,0,zerodha
http://icici-verify-login260.net/portal,phishing,4.7,39,0,icici
http://zerodha-verify-login261.tk/webscr,phishing,4.35,40,0,zerodha
http://26.150.158.1/sbi/portal,phishing,3.93,30,1,sbi
http://icici-verify-login263.net/webscr,phishing,4.65,39,0,icici
http://113.27.250.241/sbi/security-alert,phishing,4.87,40,1,sbi
http://paypal-verify-login265.com/portal,phishing,3.94,40,0,paypal
http://hdfc-verify-login266.info/webscr,phishing,4.22,39,0,hdfc
http://icici-verify-login267.com/security-alert,phishing,3.93,47,0,icici
http://google-verify-login268.co/webscr,phishing,4.21,39,0,google
http://microsoft-verify-login269.net/account-update,phishing,4.36,51,0,microsoft
http://google-verify-login270.org/auth,phishing,3.97,38,0,google
http://133.143.88.99/microsoft/account-update,phishing,4.49,45,1,microsoft
http://37.201.202.209/amazon/verify,phishing,4.7,35,1,amazon
http://114.158.193.123/zerodha/auth,phishing,4.12,35,1,zerodha
http://hdfc-verify-login274.org/login,phishing,4.36,37,0,hdfc
http://apple-verify-login275.tk/auth,phishing,3.83,36,0,apple
http://paypal-verify-login276.com/webscr,phishing,4.1,40,0,paypal
http://11.2.191.34/microsoft/security-alert,phishing,4.03,43,1,microsoft
http://zerodha-verify-login278.net/portal,phishing,4.5,41,0,zerodha
http://microsoft-verify-login279.org/account-update,phishing,4.59,51,0,microsoft
http://netflix-verify-login280.com/security-alert,phishing,4.05,49,0,netflix
http://146.60.242.23/hdfc/login,phishing,4.2,31,1,hdfc
http://paypal-verify-login282.xyz/auth,phishing,4.23,38,0,paypal
http://apple-verify-login283.co/login,phishing,4.78,37,0,apple
http://google-verify-login284.com/login,phishing,3.91,39,0,google
http://icici-verify-login285.xyz/verify,phishing,4.3,39,0,icici
http://31.158.194.140/apple/portal,phishing,4.53,34,1,apple
http://105.111.47.64/icici/security-alert,phishing,3.83,41,1,icici
http://183.145.238.202/hdfc/webscr,phishing,4.17,34,1,hdfc
http://google-verify-login289.org/auth,phishing,4.08,38,0,google
http://119.185.165.192/paypal/security-alert,phishing,4.83,44,1,paypal
http://apple-verify-login291.info/verify,phishing,4.62,40,0,apple
http://122.15.3.14/icici/webscr,phishing,4.59,31,1,icici
http://hdfc-verify-login293.tk/portal,phishing,4.54,37,0,hdfc
http://icici-verify-login294.co/webscr,phishing,4.85,38,0,icici
http://38.118.195.116/icici/portal,phishing,3.9,34,1,icici
http://sbi-verify-login296.tk/webscr,phishing,4.27,36,0,sbi
http://115.2.127.105/netflix/login,phishing,4.46,34,1,netflix
http://apple-verify-login298.xyz/login,phishing,3.84,38,0,apple
http://netflix-verify-login299.in/auth,phishing,4.39,38,0,netflix
http://google-verify-login300.org/auth,phishing,3.95,38,0,google
http://apple-verify-login301.info/security-alert,phishing,3.87,48,0,apple
http://apple-verify-login302.net/account-update,phishing,3.97,47,0,apple
http://30.136.243.106/zerodha/verify,phishing,3.93,36,1,zerodha
http://89.2.192.5/google/login,phishing,3.97,30,1,google
http://google-verify-login305.in/account-update,phishing,3.96,47,0,google
http://191.232.118.56/microsoft/verify,phishing,3.99,38,1,microsoft
http://amazon-verify-login307.com/portal,phishing,4.23,40,0,amazon
http://65.49.176.113/icici/auth,phishing,3.92,31,1,icici
http://116.232.226.97/hdfc/webscr,phishing,4.52,33,1,hdfc
http://186.78.178.245/google/verify,phishing,4.36,35,1,google
http://microsoft-verify-login311.net/account-update,phishing,4.63,51,0,microsoft
http://174.214.33.210/amazon/security-alert,phishing,4.63,43,1,amazon
http://amazon-verify-login313.tk/security-alert,phishing,4.72,47,0,amazon
http://164.20.85.52/apple/auth,phishing,4.82,30,1,apple
http://google-verify-login315.info/login,phishing,4.41,40,0,google
http://hdfc-verify-login316.tk/security-alert,phishing,4.1,45,0,hdfc
http://93.40.157.111/apple/auth,phishing,4.79,31,1,apple
http://151.94.214.96/google/auth,phishing,4.83,32,1,google
http://amazon-verify-login319.xyz/security-alert,phishing,4.42,48,0,amazon
http://81.2.45.53/apple/verify,phishing,4.26,30,1,apple
http://apple-verify-login321.net/security-alert,phishing,4.48,47,0,apple
http://189.64.128.94/google/webscr,phishing,4.59,34,1,google
http://icici-verify-login323.org/account-update,phishing,4.62,47,0,icici
http://apple-verify-login324.org/login,phishing,4.55,38,0,apple
http://apple-verify-login325.co/portal,phishing,4.36,38,0,apple
http://107.33.0.245/icici/verify,phishing,4.84,32,1,icici
http://159.203.176.55/google/webscr,phishing,4.75,35,1,google
http://123.151.118.57/sbi/auth,phishing,4.36,30,1,sbi
http://29.227.6.150/google/auth,phishing,4.67,31,1,google
http://190.240.117.7/icici/login,phishing,4.76,32,1,icici
http://zerodha-verify-login331.com/security-alert,phishing,4.64,49,0,zerodha
http://amazon-verify-login332.com/account-update,phishing,3.83,48,0,amazon
http://sbi-verify-login333.co/portal,phishing,4.54,36,0,sbi
http://zerodha-verify-login334.net/account-update,phishing,4.39,49,0,zerodha
http://apple-verify-login335.org/verify,phishing,4.53,39,0,apple
http://65.46.218.177/zerodha/login,phishing,4.73,34,1,zerodha
http://icici-verify-login337.net/security-alert,phishing,4.19,47,0,icici
http://paypal-verify-login338.co/auth,phishing,4.88,37,0,paypal
http://23.112.87.140/paypal/login,phishing,4.36,33,1,paypal
http://63.191.120.160/apple/security-alert,phishing,4.55,42,1,apple
http://90.0.109.34/icici/security-alert,phishing,4.28,39,1,icici
http://78.64.187.121/microsoft/verify,phishing,4.06,37,1,microsoft
http://99.191.233.141/zerodha/security-alert,phishing,4.43,44,1,zerodha
http://zerodha-verify-login344.info/verify,phishing,4.61,42,0,zerodha
http://129.117.196.202/apple/auth,phishing,4.39,33,1,apple
http://135.206.145.119/apple/webscr,phishing,4.0,35,1,apple
http://15.99.211.165/netflix/auth,phishing,4.31,33,1,netflix
http://74.72.206.160/hdfc/verify,phishing,4.57,32,1,hdfc
http://179.49.18.76/icici/account-update,phishing,3.82,40,1,icici
http://49.136.60.77/hdfc/security-alert,phishing,4.28,39,1,hdfc
http://hdfc-verify-login351.info/verify,phishing,4.41,39,0,hdfc
http://130.255.5.92/google/portal,phishing,4.29,33,1,google
http://131.225.166.32/netflix/portal,phishing,4.56,36,1,netflix
http://43.173.219.93/netflix/login,phishing,3.99,34,1,netflix
http://157.68.202.39/icici/security-alert,phishing,4.41,41,1,icici
http://microsoft-verify-login356.xyz/login,phishing,4.34,42,0,microsoft
http://154.223.143.60/apple/login,phishing,4.75,33,1,apple
http://hdfc-verify-login358.in/account-update,phishing,4.11,45,0,hdfc
http://apple-verify-login359.tk/portal,phishing,4.02,38,0,apple
http://179.63.226.217/sbi/login,phishing,4.79,31,1,sbi
http://189.179.228.128/sbi/auth,phishing,3.81,31,1,sbi
http://hdfc-verify-login362.com/webscr,phishing,3.8,38,0,hdfc
http://23.59.219.175/zerodha/portal,phishing,4.0,35,1,zerodha
http://google-verify-login364.org/portal,phishing,4.44,40,0,google
http://netflix-verify-login365.in/verify,phishing,4.56,40,0,netflix
http://116.142.254.69/netflix/portal,phishing,3.81,36,1,netflix
http://133.134.244.179/netflix/webscr,phishing,4.06,37,1,netflix
http://zerodha-verify-login368.co/account-update,phishing,3.99,48,0,zerodha
http://sbi-verify-login369.org/auth,phishing,4.58,35,0,sbi
http://58.229.135.82/netflix/login,phishing,4.38,34,1,netflix
http://icici-verify-login371.com/webscr,phishing,4.19,39,0,icici
http://paypal-verify-login372.co/verify,phishing,4.86,39,0,paypal
http://paypal-verify-login373.org/auth,phishing,3.87,38,0,paypal
http://netflix-verify-login374.tk/portal,phishing,3.85,40,0,netflix
http://microsoft-verify-login375.net/login,phishing,4.0,42,0,microsoft
http://44.86.45.176/netflix/account-update,phishing,4.54,42,1,netflix
http://paypal-verify-login377.net/account-update,phishing,4.75,48,0,paypal
http://apple-verify-login378.info/verify,phishing,3.82,40,0,apple
http://paypal-verify-login379.co/security-alert,phishing,3.93,47,0,paypal
http://google-verify-login380.xyz/login,phishing,4.65,39,0,google
http://hdfc-verify-login381.tk/account-update,phishing,4.71,45,0,hdfc
http://netflix-verify-login382.tk/verify,phishing,4.14,40,0,netflix
http://125.108.95.148/zerodha/security-alert,phishing,4.13,44,1,zerodha
http://166.154.118.3/microsoft/security-alert,phishing,4.51,45,1,microsoft
http://21.141.239.193/sbi/verify,phishing,4.2,32,1,sbi
http://178.15.37.80/zerodha/account-update,phishing,3.96,42,1,zerodha
http://zerodha-verify-login387.info/security-alert,phishing,4.24,50,0,zerodha
http://netflix-verify-login388.tk/security-alert,phishing,4.66,48,0,netflix
http://paypal-verify-login389.com/security-alert,phishing,4.44,48,0,paypal
http://zerodha-verify-login390.info/account-update,phishing,4.59,50,0,zerodha
http://amazon-verify-login391.in/login,phishing,4.76,38,0,amazon
http://137.231.163.150/hdfc/login,phishing,4.89,33,1,hdfc
http://sbi-verify-login393.xyz/security-alert,phishing,3.86,45,0,sbi
http://zerodha-verify-login394.com/auth,phishing,3.94,39,0,zerodha
http://amazon-verify-login395.org/webscr,phishing,4.74,40,0,amazon
http://microsoft-verify-login396.xyz/verify,phishing,3.96,43,0,microsoft
http://54.93.240.198/hdfc/account-update,phishing,4.13,40,1,hdfc
http://181.110.14.194/amazon/portal,phishing,4.64,35,1,amazon
http://hdfc-verify-login399.com/login,phishing,3.88,37,0,hdfc
http://101.46.2.96/amazon/verify,phishing,4.77,32,1,amazon
http://paypal-verify-login401.in/account-update,phishing,4.3,47,0,paypal
http://netflix-verify-login402.com/account-update,phishing,3.85,49,0,netflix
http://hdfc-verify-login403.net/login,phishing,4.85,37,0,hdfc
http://hdfc-verify-login404.org/webscr,phishing,3.83,38,0,hdfc
http://17.227.99.62/amazon/auth,phishing,4.44,31,1,amazon
http://99.86.198.146/microsoft/login,phishing,4.36,36,1,microsoft
http://87.138.198.145/icici/webscr,phishing,4.43,34,1,icici
http://zerodha-verify-login408.com/security-alert,phishing,4.45,49,0,zerodha
http://170.156.150.66/icici/security-alert,phishing,4.44,42,1,icici
http://zerodha-verify-login410.net/security-alert,phishing,4.16,49,0,zerodha
http://189.182.131.30/icici/security-alert,phishing,3.95,42,1,icici
http://42.154.164.19/paypal/account-update,phishing,4.5,42,1,paypal
http://91.128.48.251/google/webscr,phishing,4.4,34,1,google
http://sbi-verify-login414.tk/webscr,phishing,4.34,36,0,sbi
http://netflix-verify-login415.org/login,phishing,4.54,40,0,netflix
http://143.217.46.144/netflix/portal,phishing,4.45,36,1,netflix
